Messstelle Nr.,Messtelle,Messbeginn,Messende,Messstellezweck,Betreiber,Landkreis,Flussgebiet,Grundwasserkörper,Überschwemmungsgebiet,Wasserschutzgebiet,UTM-Rechtswert,UTM-Hochwert
500000073,Bargfeld F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32592674,5867426
500000074,Bargfeld F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32592670,5867426
600001438,Barkhausen UWO 170,1996,2000,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Weser,Wümme Lockergestein rechts,,,32503243,5913890
1100003806,Barkhausen_A2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Hunte Festgestein rechts,,Glanebachtal,32461270,5792583
1100003807,Barkhausen_A3,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Hunte Festgestein rechts,,Glanebachtal,32461937,5792644
700000609,Barlissen (482/34),,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Leine mesozoisches Festgestein links 1,,Tiefenbrunn,32555385,5698981
400001422,Barne: Barne Brunnen 5,1993,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32530143,5806248
400001421,Barne: Barne Brunnen 6,1992,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529929,5806083
400001412,Barne: Barne Brunnen 7,1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529537,5806017
400001419,Barne: Barne Brunnen 8,1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529098,5805977
400002059,Barne: Barne Wasserwerk 3,1994,1994,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,,32530243,5807319
400004488,Barne: GWM 61,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32530342,5805869
400004489,Barne: GWM 64,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529819,5805817
400004490,Barne: GWM 75,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529872,5805483
400004491,Barne: GWM 76,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32529556,5805780
400001418,Barne: Peilbrunnen 54 (Chloridmeßstellen),1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32530386,5805675
400001414,Barne: Peilbrunnen 63 (Chloridmeßstellen),1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Barne,32530080,5805826
800000472,Barrien I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Ochtum Lockergestein,,Ristedt,32489873,5866423
900000711,Barschlüte,1974,2004,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Wesermarsch,Weser,Hunte Lockergestein rechts,,,32471880,5889534
500000030,Barskamp,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Lüneburg,Elbe/Labe,Ilmenau Lockergestein rechts,,,32618816,5900080
700340001,Barterode,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Vogler-Solling-Bramwald,,Barterode,32553229,5710956
1100000275,Bartmannsholte,1983,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32430173,5845321
700360001,Bartolfeldequelle,2005,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Osterode am Harz,Weser,Rhume mesozoisches Festgestein rechts,,Pöhlder Becken,32601020,5718323
700350001,Bartolfelde_TB1,2009,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Osterode am Harz,Weser,Rhume mesozoisches Festgestein rechts,,Pöhlder Becken,32601020,5718323
700350002,Bartolfelde_TB2,2009,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Osterode am Harz,Weser,Rhume mesozoisches Festgestein rechts,,Pöhlder Becken,32600897,5718372
700000906,Barum,1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Salzgitter,Weser,Fuhse mesozoisches Festgestein rechts,,,32597094,5776336
800000894,Barver I,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Hunte Lockergestein rechts,,,32473726,5830459
800002154,Barver II,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Hunte Lockergestein rechts,,,32473723,5830458
600000952,Basbeck UE 126,1997,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Oste Lockergestein links,,,32511223,5949114
600001296,Basdahl UE 54,1999,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein links,,,32500771,5921918
800000538,Bassum,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Ochtum Lockergestein,,,32480846,5852679
700000521,Basteborn,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,Bad Harzburg,32606069,5743243
1200000151,Bawinkel,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Hase links Lockergestein,,,32392088,5829108
1300000001,BDF 003/1 Lüß,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585395,5855182
1300000002,BDF 003/2 Lüß,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585390,5855180
1300000003,BDF 003/3 Lüß,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32585393,5855181
1300000004,BDF 005/1 Sellhorn-Heimbuch,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,,32560307,5892432
1300000005,BDF 005/2 Sellhorn-Heimbuch,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,,32560302,5892430
1300000006,BDF 005/3 Sellhorn-Heimbuch,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,,32560297,5892428
1300000007,BDF 006/1 Sellhorn-Ehrhorn,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559059,5891819
1300000008,BDF 006/2 Sellhorn-Ehrhorn,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559055,5891818
1300000009,BDF 016/1 Soltau-Tetendorf,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein rechts,,,32556010,5869634
1300000010,BDF 016/2 Soltau-Tetendorf,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein rechts,,,32556014,5869632
1300000011,BDF 016/3 Soltau-Tetendorf,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein rechts,,,32556017,5869632
1300000012,BDF 018/1 Fischerhude-Moorland,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Verden,Weser,Wümme Lockergestein rechts,,,32503005,5886719
1300000013,BDF 018/2 Fischerhude-Moorland,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Verden,Weser,Wümme Lockergestein rechts,,,32503015,5886719
1300000014,BDF 018/3 Fischerhude-Moorland,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Verden,Weser,Wümme Lockergestein rechts,,,32503010,5886719
1300000015,BDF 029/1 Worpswede NSG,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Wümme Lockergestein rechts,,,32491835,5898594
1300000016,BDF 029/2 Worpswede NSG,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Wümme Lockergestein rechts,,,32491837,5898587
1300000017,BDF 029/3 Worpswede NSG,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Osterholz,Weser,Wümme Lockergestein rechts,,,32491840,5898583
1300000713,BDF 057 Starkshorn,2002,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,Garßen,32580593,5847437
700000898,Beddingen I,1991,1991,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Salzgitter,Weser,Fuhse mesozoisches Festgestein rechts,,,32597040,5782215
700000900,Beddingen II,1991,1991,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Salzgitter,Weser,Fuhse mesozoisches Festgestein rechts,,,32597040,5782216
700000943,Beddingen V,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Salzgitter,Weser,Fuhse mesozoisches Festgestein rechts,,,32598422,5783574
1200000884,Beesten-Bahnhof I,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,,,32398723,5808478
1200000784,Beesten-Bahnhof II,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,,,32398722,5808474
1200000887,Beesten-Bahnhof III,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,,,32398722,5808476
700000626,Behren 1,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Örtze Lockergestein links,,,32599661,5849690
700000628,Behren 2,1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Örtze Lockergestein links,,,32599660,5849691
700000630,Behren 3,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Örtze Lockergestein links,,,32599659,5849693
400001434,Behrensen: Behrensen Brunnen,2007,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,Behrensen-Diedersen,32533013,5774142
400001552,Behrensen-Diedersen: Diedersen,1995,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Oberweser-Hameln,,,32531616,5771246
600001108,Behrste UE 8 FI,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32513183,5930616
600001110,Behrste UE 8 FII,1996,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32513182,5930613
900000327,Bei der Iburg,1973,2003,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,,32446570,5881228
700003864,Beinum 2,2010,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Salzgitter,Weser,Wietze/Fuhse Festgestein,,,32596751,5769871
700000704,Benitz I,1982,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Ise Lockergestein links,,,32627663,5831168
700000706,Benitz II,1992,1992,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Ise Lockergestein links,,,32627663,5831170
1100000568,Bennien I,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Werre mesozoisches Festgestein,Else,,32464155,5782421
1100000570,Bennien II,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Weser,Werre mesozoisches Festgestein,Else,,32464154,5782419
400001553,Benstorf: Benstorf Brunnen 1,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Leine mesozoisches Festgestein links 2,,Benstorf,32545146,5771798
400001554,Benstorf: Benstorf Brunnen 2,2010,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Leine mesozoisches Festgestein links 2,,Benstorf,32545216,5771827
100000067,Bentstreek I,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32423476,5913692
100000071,Bentstreek II,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Leda-Jümme Lockergestein rechts,,,32423478,5913693
100000073,Bentstreek III,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Leda-Jümme Lockergestein rechts,,,32423480,5913694
100000075,Bentstreek IV,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Leda-Jümme Lockergestein rechts,,,32423481,5913695
100000617,Berdum,1980,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,,32421863,5942816
704000004,Beregnungsbrunnen_Volkse_B1,2010,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Oker Lockergestein links,,,32592220,5809744
600000622,Berensch 110/RS,1994,2002,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32472455,5962294
1100000197,Bergstrup,1991,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Vechta,Ems,Hase Lockergestein rechts,,,32451028,5845112
800000926,Berkel,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32493761,5836715
400001555,Bernsen: Bernsen Brunnen,1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Mittlere Weser Festgestein rechts,,,32511823,5785514
400004546,Bernsen: Bernsen Brunnen Schüttungspeilrohr,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Mittlere Weser Festgestein rechts,,,32511823,5785515
1200000003,Bernte,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Obere Ems links (Plantlünner Sandebene West),,,32384233,5810360
100000199,Berum,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Hage,32387358,5940513
100000427,Berumerfehn,1981,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,,32390643,5936777
1100000462,Bethen,1986,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32437009,5857653
1100000051,Bethen 2/6 I,1983,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32436518,5859517
1100000053,Bethen 2/6 II,1983,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32436518,5859521
1100000187,Bethen 8/18,1983,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32438242,5857616
1100000059,Bethener Moor I,1983,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32437022,5861739
1100000061,Bethener Moor II,1983,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32437013,5861757
500000262,Betzendorf F1,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Lüneburg,Lüneburg,Elbe/Labe,Ilmenau Lockergestein links,,,32588965,5888264
500000263,Betzendorf F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Lüneburg,Elbe/Labe,Ilmenau Lockergestein links,,,32588965,5888264
600001094,Beutz UE 11 FI,1996,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Oste Lockergestein rechts,,,32515293,5934188
1100000035,Beverbruch I,1983,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Weser,Hunte Lockergestein links,,,32440773,5866245
1100000037,Beverbruch II,1983,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Weser,Hunte Lockergestein links,,,32440777,5866245
1100000073,Beverbruch 3/6,1988,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Weser,Hunte Lockergestein links,,,32440656,5870819
400001438,Bevern: Bevern Tiefbrunnen,1984,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Vogler-Solling-Bramwald,,Nordwest-Solling,32535148,5745917
600001338,Bevern UE 164 FI,1996,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32512856,5921431
400003169,Bevern-Tannengrund: GMS 3f,2001,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Vogler-Solling-Bramwald,,Nordwest-Solling,32534501,5743685
400003170,Bevern-Tannengrund: GMS 3t,2001,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Vogler-Solling-Bramwald,,Nordwest-Solling,32534489,5743692
400001988,Bevern-Tannengrund: Tiefbrunnen,2009,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Vogler-Solling-Bramwald,,Nordwest-Solling,32534160,5744045
600001242,Bexhoevede UWO 121 FI,2000,2000,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Bexhövede,32477881,5927611
600001244,Bexhoevede UWO 121 FII,2000,2000,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Bexhövede,32477881,5927605
600002661,Bexhövede HB 63,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Bexhövede,32477343,5926409
1200000989,Bexten,1987,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Speller Aa,,,32389211,5800374
500000224,Bienenbüttel F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32598553,5888877
500000225,Bienenbüttel F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32598554,5888878
700440155,Bienroder_Weg_MB092,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604541,5794192
700440114,Bienroder_Weg_MB099,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604081,5795085
700440115,Bienroder_Weg_MB100,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32603548,5795030
700440116,Bienroder_Weg_MB101,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker mesozoisches Festgestein rechts,,Bienroder Weg,32606570,5792649
700440084,Bienroder_Weg_MB64,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,,32604268,5793442
700440094,Bienroder_Weg_MB77,2007,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604132,5794309
700440096,Bienroder_Weg_MB79,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604614,5793294
700440097,Bienroder_Weg_MB80,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604800,5793772
700440100,Bienroder_Weg_MB83,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32605426,5793850
700440103,Bienroder_Weg_MB86,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,Wabe Mittelriede,Bienroder Weg,32605979,5793504
700440105,Bienroder_Weg_MB88,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32606446,5794365
700440106,Bienroder_Weg_MB89,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32606330,5794856
700440108,Bienroder_Weg_MB91,2013,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Braunschweig,Weser,Oker Lockergestein rechts,,Bienroder Weg,32604893,5795123
